empresa;placa;modelo;situacao_veiculo;filial_operacional
REFERÊNCIA;SFC5D50;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SFD6A84;SPIN LT 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SFG3J45;POLO TRACK 1.0 FLEX 12V 5P;EM DESMOBILIZAÇÃO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SFM5G87;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SFM5H09;ARGO 1.0 6V FLEX.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SFN4H60;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAJ1A65;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAJ2A34;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAJ6C02;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I64;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I65;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I66;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I67;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I68;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I72;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I73;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO VEÍCULO RESERVA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I74;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I75;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I77;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAN7I81;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E78;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E79;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E80;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E81;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E82;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E83;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E84;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E85;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E86;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E87;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E88;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E89;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E90;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO7E91;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO8H18;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO8H20;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO8H22;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO8H24;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAO8H26;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAP0H12;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAP9E01;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2E50;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2E51;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2E94;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2E95;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2E98;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2E99;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAR2F03;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAS3A22;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAS3A24;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAS6H62;S10 PICK-UP WT 2.8 TDI 4X4 CD DIESEL MEC;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAS6H63;S10 PICK-UP WT 2.8 TDI 4X4 CD DIESEL MEC;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAS6H64;S10 PICK-UP WT 2.8 TDI 4X4 CD DIESEL MEC;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAS6H68;S10 PICK-UP WT 2.8 TDI 4X4 CD DIESEL MEC;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2E93;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2E94;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2E97;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2E99;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2F01;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2F03;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2F06;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT2F26;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT4C17;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT8A69;CRONOS DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAT8G11;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU4H59;CRONOS DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU4H60;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H52;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H53;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H55;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H65;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H66;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H67;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H69;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H71;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H72;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H73;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H74;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H75;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H76;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H81;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H82;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H83;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H84;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H85;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H88;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9H89;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I40;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I42;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I44;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I45;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I46;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I47;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I48;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I49;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I50;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I51;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I53;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I54;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I55;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I56;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I57;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I60;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I61;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I62;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I63;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I65;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I66;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I67;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I69;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I70;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I71;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I72;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I73;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I74;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I75;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I76;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I78;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I79;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAU9I80;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV4C43;DUSTER INTENSE PLUS 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV4C44;DUSTER INTENSE PLUS 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I09;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I10;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I11;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I39;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I43;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I44;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I45;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAV9I46;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW5H63;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW5H93;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW6B99;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW6C01;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW6C02;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW6C04;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW7H54;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I27;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I29;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I31;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I32;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I34;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I35;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I36;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I38;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I39;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I41;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I42;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I45;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I46;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I47;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I48;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I49;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I52;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAW8I59;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAX3B64;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TAX4F50;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TBB1G71;PULSE AUDACE TURBO 200  AUT. (HIBRÍDO);LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TBD0B69;PULSE AUDACE TURBO 200  AUT. (HIBRÍDO);LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TBD0B96;PULSE AUDACE TURBO 200  AUT. (HIBRÍDO);LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TBD0B97;PULSE AUDACE TURBO 200  AUT. (HIBRÍDO);LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;TBR9H37;PULSE AUDACE TURBO 200  AUT. (HIBRÍDO);LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;UBA3I16;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;UBC2H90;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;UBC2H91;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;UBI7C15;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;RHX2E45;SPRINTER 416 VAN L. T.B. 16L 2.2 DIESEL;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SDT5A81;STRADA FREEDOM 1.3 FLEX 8V  CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SEJ8G24;CRONOS DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SEM3I67;KWID ZEN 1.0 FLEX 12V 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SEN1C32;POLO TRACK 1.0 FLEX 12V 5P;ROUBO / FURTO;REFERÊNCIA SALVADOR
REFERÊNCIA;SEN1C35;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SEN1C39;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SER9C61;CRONOS DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;SEY8E75;HB20 SENSE 1.0 FLEX 12V MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SEY8E77;HB20 SENSE 1.0 FLEX 12V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SEY8E86;HB20 SENSE 1.0 FLEX 12V MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SEY8E94;HB20 SENSE 1.0 FLEX 12V MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SEY8F04;HB20 SENSE 1.0 FLEX 12V MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SEY8F06;HB20 SENSE 1.0 FLEX 12V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SFC8F83;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SFC8F92;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SFC8G08;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;NÃO DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;SFD1B36;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SFD1B62;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SFD2H61;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SFD2H62;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;SFH6E82;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SFH6E94;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SFO4F95;HILUX CD 4X4 2.8 DIESEL MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;SFO7A45;POLO TRACK 1.0 FLEX 12V 5P;NÃO DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;TAI2H70;S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;TAI2H72;S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SALVADOR
REFERÊNCIA;TAI7C75;SPRINTER 417 VAN L.T.A. 16L DIESEL (E6);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TAP2J50;ARGO 1.0 6V FLEX.;RESERVADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TAY3D28;KICKS ACTIVE 1.6 16V FLEX AUT.;NÃO DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B66;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B68;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SALVADOR
